TARGET_B,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome,GiftCntAll_M,GiftCntCardAll_M,GiftAvgCard36_M,PromCntCard12_M,DemAge_M,DemMedHomeValue_M,DemPctVeterans_M,DemMedIncome_M,StatusCat96NK_A,StatusCat96NK_E,StatusCat96NK_F,StatusCat96NK_L,StatusCat96NK_m,DemHomeOwner_H,DemGender_F,DemGender_U,_ROLE_
1,6,1.6094379124,1.6094379124,3,1.3862943611,7,6,6,5.67,18,3.3322045102,7,20,2.9444389792,4,10,2.0794415417,A,1,24,45,M,H,4.7095302013,200,36,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.7917594692,2.5649493575,3,1.9459101491,15,10.6,8.92,12,15,4.4773368145,12,27,4.1743872699,5,13,3.1780538303,A,0,30,35,M,H,4.7164807071,445.43469218,51,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,Train
0,,1.6094379124,1.3862943611,1,0.6931471806,6,6,6,10,20,3.4657359028,12,23,3.1780538303,6,10,2.0794415417,A,0,21,59.427012844,M,U,4.5108595065,300,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Train
0,,2.0794415417,2.9444389792,5,2.6390573296,7,5.86,4.89,6.2,16,4.6539603502,24,44,4.3694478525,6,17,3.36729583,A,1,0,59.427012844,M,U,4.4308167988,600,31.777502691,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Train
1,20,1.0986122887,2.1972245773,0,1.0986122887,20,19,15.33,13.97297875,18,4.1588830834,13,35,4.0073331852,6,6,3.0910424534,A,0,48,57,M,U,4.2341065046,700,56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,20,1.0986122887,1.3862943611,2,1.6094379124,20,16.5,12.25,16.5,21,3.8066624898,14,32,3.6635616461,6,15,2.7080502011,A,0,1,75,M,U,4.6728288345,500,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,10,1.0986122887,1.9459101491,0,1.3862943611,17,16,12.86,13.97297875,19,4.3944491547,12,32,4.0253516907,5,5,3.1354942159,A,0,2,59.427012844,M,H,5.0562458053,600,37,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,Train
1,9,2.302585093,2.4849066498,4,1.6094379124,14,9.78,8.67,13.5,16,3.4657359028,15,31,3.4339872045,6,13,2.3978952728,A,1,21,59,M,U,3.8712010109,100,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,20,1.0986122887,0.6931471806,1,0.6931471806,20,15,15,10,24,3.4657359028,9,26,3.1780538303,4,11,2.302585093,A,0,21,48,M,H,3.8066624898,200,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,11,1.3862943611,2.302585093,1,2.0794415417,10,10.67,5.7,10,17,4.836281907,6,16,3.7841896339,3,8,2.8903717579,A,1,30,17,M,H,3.6888794541,600,45,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,12,2.1972245773,2.3978952728,3,1.6094379124,12,11.38,11.82,13,6,3.4965075615,29,44,4.0073331852,11,18,3.0445224377,A,1,13,79,M,H,5.2882670307,200,48,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,27,1.3862943611,3.1780538303,2,2.302585093,30,28,19.88,28.5,6,4.836281907,30,51,4.5643481915,8,19,3.5263605246,A,1,4,59.427012844,M,U,4.2341065046,400,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Train
1,15,1.3862943611,2.3978952728,0,1.9459101491,15,15,9.73,13.97297875,15,4.836281907,12,32,4.248495242,5,5,3.4011973817,A,1,40,59,M,U,4.3307333403,200,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.3862943611,1.9459101491,2,1.3862943611,25,33.33,27.14,37.5,17,4.521788577,14,32,3.8501476017,6,16,2.9957322736,A,0,41,73,M,U,3.5835189385,700,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.0986122887,0.6931471806,1,0.6931471806,16,13,13,16,17,3.4657359028,11,24,3.2188758249,4,9,2.0794415417,A,0,46,59.427012844,M,U,3.8066624898,700,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Train
1,20,0.6931471806,2.0794415417,0,1.6094379124,15,15,16.13,13.97297875,18,4.3040650932,14,34,4.0775374439,6,6,3.0910424534,A,1,40,50,M,H,3.8918202981,100,32,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.6094379124,2.302585093,3,1.9459101491,15,11.75,8.6,10.67,15,4.1431347264,14,33,3.9120230054,5,13,2.8903717579,A,0,22,59.427012844,M,U,3.9702919136,0,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.0986122887,2.3978952728,0,1.7917594692,20,20,16.55,13.97297875,26,4.6913478822,10,31,4.2046926194,5,5,3.295836866,A,0,36,47,M,U,4.1743872699,300,29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.3862943611,1.7917594692,2,1.0986122887,15,11.33,10.17,10.5,18,3.9512437186,13,33,3.7376696183,6,15,2.7725887222,A,0,36,68,M,U,4.0430512678,700,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,10,1.3862943611,1.6094379124,1,1.0986122887,7,6.33,5.8,7,17,3.7612001157,13,31,3.5553480615,6,13,2.5649493575,A,0,18,65,M,H,3.7841896339,400,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,15,0.6931471806,1.6094379124,0,1.0986122887,15,15,9,13.97297875,20,4.1743872699,10,28,3.7376696183,4,4,2.7725887222,A,0,49,76,M,H,3.7376696183,700,23,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,2.0794415417,1.9459101491,3,1.3862943611,10,8.57,8.57,10,15,3.5835189385,15,36,3.6109179126,6,16,2.6390573296,A,1,45,59.427012844,M,U,3.5835189385,200,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Train
0,,0.6931471806,1.0986122887,0,0.6931471806,20,20,11.67,13.97297875,18,3.7841896339,12,28,3.4657359028,6,6,2.5649493575,A,0,53,54,M,U,3.36729583,900,26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,15,1.0986122887,0.6931471806,2,1.0986122887,15,12.5,12.5,12.5,20,3.3322045102,10,23,3.0910424534,4,10,2.1972245773,A,0,24,50,M,H,4.7449321284,500,38,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.3862943611,2.302585093,1,1.9459101491,25,23.33,19.5,20,18,4.521788577,14,35,4.1588830834,6,16,3.1780538303,A,0,11,73,M,U,5.1532915945,200,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,12,1.3862943611,2.0794415417,3,1.6094379124,4,12,8.5,12,19,4.0253516907,14,33,3.8286413965,6,14,2.8332133441,A,0,12,55,M,U,4.4543472963,800,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.0986122887,2.5649493575,1,1.7917594692,8,9,7.08,8,21,4.2341065046,14,34,4.0604430105,6,15,3.0445224377,A,1,30,46,M,H,4.3567088267,800,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,40,0.6931471806,1.0986122887,1,1.3862943611,28,28,17.67,28,26,3.9512437186,10,29,3.6635616461,5,14,2.8332133441,A,0,23,77,M,U,4.276666119,900,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,5,1.7917594692,2.1972245773,2,1.3862943611,3,5.4,4.56,4.5,15,4.127134385,14,31,3.7612001157,6,13,2.8332133441,A,0,2,59.427012844,M,U,4.7957905456,700,28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Train
1,10,0.6931471806,2.1972245773,1,2.1972245773,20,20,11.33,20,21,4.5325994932,12,24,3.7841896339,4,9,2.8903717579,A,1,18,50,M,U,4.3694478525,200,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,10,1.6094379124,2.3978952728,4,1.9459101491,8,8,6.18,8,16,3.9702919136,12,31,3.8066624898,5,15,2.9444389792,A,0,15,45,M,H,4.9767337424,800,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,15,1.7917594692,1.6094379124,4,1.6094379124,20,13,13,13.75,17,3.3322045102,13,25,3.2188758249,6,12,2.302585093,A,1,30,55,M,H,4.9199809258,100,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.0986122887,1.3862943611,0,1.0986122887,10,15.5,9.75,13.97297875,19,4.2195077052,12,26,3.6888794541,6,6,2.7725887222,A,0,11,37,M,H,4.5538768916,200,22,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,11,1.7917594692,2.302585093,1,1.6094379124,12,10.8,8.1,10,18,4.3438054219,13,33,3.9512437186,6,15,2.9957322736,A,1,46,74,M,H,4.6347289882,800,44,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,14,0.6931471806,2.8903717579,1,2.6390573296,10,10,11.5,10,16,4.8520302639,8,17,4.1431347264,4,10,3.258096538,A,1,48,59.427012844,M,U,3.5835189385,0,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Train
1,21,0,2.302585093,0,1.9459101491,15,0,15.1,13.97297875,18,4.4773368145,13,13,4.0430512678,6,6,3.1780538303,A,1,36,62,M,U,3.8066624898,600,34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.7917594692,1.9459101491,2,1.6094379124,10,8.6,7.86,8,15,3.8066624898,12,32,3.5553480615,6,15,2.7080502011,A,0,45,44,M,U,3.7376696183,200,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,15,1.6094379124,1.7917594692,0,0,10,9.5,8.17,13.97297875,15,3.4657359028,12,28,3.3322045102,5,5,2.3978952728,A,0,39,39,M,U,3.8712010109,800,59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,200,1.6094379124,2.0794415417,3,1.7917594692,50,43.75,40,41.67,24,4.2195077052,14,36,4.0253516907,6,17,3.0910424534,A,0,53,27,M,U,3.295836866,400,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,25,1.3862943611,2.302585093,1,1.6094379124,25,13.67,10.4,11,17,4.7184988713,13,35,4.127134385,6,17,3.295836866,A,1,49,59.427012844,M,H,3.9889840466,800,34,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.0986122887,0.6931471806,2,1.0986122887,20,12.5,12.5,12.5,16,3.3322045102,13,25,3.1354942159,5,10,2.1972245773,A,0,40,35,M,H,3.9120230054,600,38,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,25,0.6931471806,2.0794415417,1,1.9459101491,25,25,19.38,25,25,4.8040210447,11,31,4.2046926194,6,15,3.4011973817,A,1,36,59.427012844,M,H,3.8918202981,200,35,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.6094379124,1.7917594692,3,1.3862943611,20,10,11,9,18,3.36729583,13,25,3.1780538303,6,12,2.302585093,A,1,41,55,M,U,4.7164807071,0,31.777502691,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Train
1,17,1.0986122887,0.6931471806,1,0.6931471806,17,16,16,15,18,3.4657359028,12,26,3.1780538303,4,10,2.1972245773,A,0,27,26,M,U,3.6635616461,100,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,23,0.6931471806,1.3862943611,1,1.0986122887,10,25,17,25,18,3.7612001157,13,33,3.6888794541,6,16,2.7725887222,A,0,53,59.427012844,M,U,3.0445224377,400,31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.0986122887,2.7725887222,1,1.9459101491,15,17.5,13,15,24,4.7791234931,12,33,4.2341065046,6,16,3.4011973817,A,1,42,58,M,H,4.262679877,600,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,10,1.3862943611,1.3862943611,2,1.0986122887,10,10,9,10,17,3.4011973817,12,26,3.1780538303,6,13,2.3978952728,A,1,27,65,M,H,4.127134385,300,34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,5,1.6094379124,2.0794415417,2,1.3862943611,40,37.5,27.25,45,22,4.0073331852,13,35,3.8712010109,6,17,2.9957322736,A,0,9,55,M,H,4.0253516907,300,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.6094379124,1.3862943611,2,1.0986122887,15,7.5,7.5,10,21,3.4657359028,12,26,3.258096538,6,12,2.302585093,A,1,10,59.427012844,M,H,3.4965075615,900,13,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Train
1,50,0.6931471806,1.3862943611,1,1.0986122887,40,40,28.75,40,16,4.3174881135,7,20,3.4657359028,4,11,2.5649493575,A,0,3,72,M,H,5.2678581591,700,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,10,1.3862943611,2.302585093,1,1.9459101491,12,12,8.3,12,18,4.7273878187,12,31,4.0604430105,6,14,3.2188758249,A,1,14,44,M,H,4.7184988713,300,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.3862943611,1.9459101491,2,1.3862943611,20,16.67,16.43,20,21,3.8066624898,29,48,4.1108738642,6,16,2.7725887222,A,0,12,46,M,H,4.2046926194,100,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,15,1.0986122887,0.6931471806,1,0.6931471806,15,15,15,15,15,3.36729583,6,14,2.5649493575,3,8,1.9459101491,A,0,3,66,M,H,4.5325994932,100,46,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,0.6931471806,2.0794415417,0,1.0986122887,15,15,14.88,13.97297875,19,4.4543472963,13,32,4.0943445622,6,6,3.1780538303,A,0,32,28,M,H,3.7376696183,700,26,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.0986122887,2.7080502011,1,2.3978952728,15,13.5,6.2,15,18,4.8598124044,14,34,4.1743872699,7,16,3.4011973817,A,1,18,79,M,H,3.7841896339,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,10,1.6094379124,2.8903717579,2,2.302585093,10,11.25,7.61,10,16,4.7273878187,14,35,4.276666119,6,16,3.36729583,A,1,16,46,M,H,4.0253516907,0,50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,21,0.6931471806,1.9459101491,0,1.6094379124,15,15,9.14,13.97297875,18,4.1431347264,13,33,3.9318256327,6,6,2.9444389792,A,0,24,50,M,H,4.4773368145,400,32,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,10,1.0986122887,0.6931471806,0,0,20,20,20,13.97297875,18,3.3322045102,11,25,3.0910424534,5,5,2.302585093,A,1,12,46,M,H,4.3438054219,0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,0.6931471806,1.6094379124,0,1.3862943611,19,19,14.2,13.97297875,26,4.3307333403,10,30,3.9512437186,4,4,2.9957322736,A,0,24,41,M,H,4.4426512565,500,21,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,20,1.3862943611,1.6094379124,2,1.0986122887,17,15.67,12.4,16,21,3.7841896339,12,32,3.6109179126,6,16,2.7725887222,A,0,24,41,M,H,5.0498560072,500,51,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,15,1.6094379124,1.7917594692,2,1.3862943611,14,13,12.33,13,19,4.1588830834,13,28,3.8286413965,6,12,2.7080502011,A,1,2,61,M,H,4.1108738642,200,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.6094379124,2.0794415417,1,1.3862943611,25,21.5,17,19,19,4.3438054219,14,34,4.0073331852,6,15,3.0445224377,A,0,17,49,M,H,4.8520302639,100,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,27,1.7917594692,2.1972245773,1,1.6094379124,25,25.6,22.56,21,15,4.0253516907,13,35,3.9120230054,6,17,3.0445224377,A,0,11,72,M,H,5.0998664278,500,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,15,1.3862943611,1.3862943611,2,1.3862943611,11,9.67,8.75,10.5,17,3.8066624898,12,26,3.4011973817,6,11,2.3978952728,A,0,19,59,M,H,4.1743872699,500,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,50,1.0986122887,2.1972245773,0,1.0986122887,50,37.5,24.44,13.97297875,15,4.605170186,14,36,4.189654742,6,6,3.295836866,A,0,18,78,M,H,4.2341065046,300,24,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,30,1.0986122887,0.6931471806,2,1.0986122887,16,13,13,13,22,3.4965075615,10,27,3.2188758249,4,11,2.302585093,A,0,12,37,M,H,4.0775374439,700,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.9459101491,2.8903717579,5,2.5649493575,9,7.5,6.33,7.6,21,4.5325994932,12,30,4.127134385,6,16,3.2188758249,A,1,24,41,M,H,4.8828019226,900,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.3862943611,2.4849066498,1,1.3862943611,16,14.67,10.08,16,17,4.605170186,13,33,4.1743872699,6,15,3.2188758249,A,0,35,65,M,H,4.4067192473,0,47,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.3862943611,2.1972245773,1,1.6094379124,14,14,9.89,14,17,4.3040650932,13,33,3.9889840466,6,15,3.0445224377,A,0,43,67,M,U,4.4773368145,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.3862943611,2.5649493575,3,2.0794415417,12,12,10.69,12,24,4.6539603502,10,28,4.1743872699,5,13,3.258096538,A,1,7,66,M,U,3.7376696183,500,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.0986122887,1.0986122887,0,0.6931471806,15,13,10.33,13.97297875,18,3.7841896339,11,27,3.4657359028,4,4,2.3978952728,A,0,40,69,M,H,4.0430512678,900,33,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.0986122887,0.6931471806,2,1.0986122887,15,10,10,10,23,3.4965075615,10,26,3.1780538303,4,10,2.1972245773,A,0,24,57,M,H,5.4337220036,100,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,25,0.6931471806,1.9459101491,1,1.7917594692,17,17,12.57,17,22,4.4886363697,10,19,3.8501476017,4,8,2.7725887222,A,1,1,58,M,H,4.9628446303,800,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,0.6931471806,0.6931471806,0,0,20,20,12.5,13.97297875,20,3.4339872045,10,22,3.0445224377,4,4,1.9459101491,A,0,39,55,M,H,3.8501476017,500,22,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,17,1.7917594692,2.302585093,4,2.0794415417,18,17,15.2,17,16,4.262679877,14,34,4.0775374439,6,16,3.0910424534,A,0,24,59.427012844,M,U,4.8441870865,500,25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Train
0,,0.6931471806,0.6931471806,1,1.0986122887,15,15,12.5,15,20,3.6888794541,10,27,3.4011973817,4,11,2.3978952728,A,0,35,59.427012844,M,H,5.342334252,900,31,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.0986122887,1.3862943611,1,1.0986122887,25,22.5,16.25,25,21,4.3438054219,13,29,3.8066624898,6,13,2.8332133441,A,0,12,50,M,H,4.3694478525,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,0.6931471806,2.5649493575,0,1.6094379124,10,10,12.38,13.97297875,15,4.3944491547,12,30,4.127134385,5,5,3.0910424534,A,1,12,67,M,H,4.4998096703,800,19,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,10,1.0986122887,1.7917594692,1,1.6094379124,25,22.5,12.83,20,18,4.3174881135,13,31,3.9512437186,6,15,2.9957322736,A,0,31,62,M,U,3.7612001157,500,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.0986122887,1.0986122887,0,0,26,18,13.67,13.97297875,19,3.7841896339,13,30,3.4965075615,6,6,2.5649493575,A,0,40,33,M,H,4.2904594411,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,10,2.302585093,2.3978952728,4,1.6094379124,15,10,10.55,9,7,3.4965075615,15,28,3.4965075615,3,8,1.9459101491,A,0,0,59.427012844,M,U,4.0253516907,700,31.777502691,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Train
0,,1.6094379124,4.1588830834,1,2.6390573296,10,10,11.1,10,25,4.836281907,23,45,4.8675344505,5,16,3.4657359028,A,1,28,80,M,U,3.9889840466,600,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,10,1.0986122887,1.6094379124,2,1.6094379124,15,12.5,12,12.5,15,4.0430512678,26,41,4.0253516907,6,13,2.8332133441,A,0,24,30,M,U,4.2195077052,800,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
1,25,1.0986122887,1.0986122887,2,1.0986122887,22,16,14,16,25,3.36729583,11,26,3.2188758249,6,14,2.4849066498,A,0,21,43,M,H,3.5553480615,100,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.0986122887,1.9459101491,1,1.0986122887,15,12.5,7.29,15,16,4.127134385,13,33,3.8918202981,5,14,2.8903717579,A,0,0,59.427012844,M,H,3.7135720667,900,31.777502691,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Train
0,,0.6931471806,1.3862943611,1,1.0986122887,20,20,12.5,20,15,4.0430512678,11,27,3.6375861597,5,11,2.7080502011,A,1,27,64,M,H,3.6635616461,500,34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,0.6931471806,2.1972245773,0,1.7917594692,25,25,19,13.97297875,15,4.5108595065,12,27,4.0775374439,5,5,3.0910424534,A,1,28,79,M,H,3.9318256327,200,33,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,20,1.3862943611,2.7080502011,2,2.302585093,11,10,6.67,10.5,18,4.5538768916,13,34,4.2195077052,6,16,3.2188758249,A,1,37,78,M,H,3.8286413965,500,42,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,14,1.6094379124,1.3862943611,3,1.3862943611,13,12,12,11.67,15,3.295836866,15,28,3.1780538303,6,12,2.302585093,A,1,36,79,M,H,3.7612001157,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,25,1.0986122887,2.8903717579,2,2.6390573296,11,8,4.28,8,24,4.7095302013,9,25,4.1431347264,4,11,3.3322045102,A,1,32,72,M,H,3.9512437186,500,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,5,1.9459101491,2.302585093,3,1.6094379124,4,4.5,4.5,5,19,4.127134385,11,31,3.7376696183,6,16,2.9444389792,A,0,0,53,M,U,3.4011973817,800,31.777502691,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Train
1,20,1.0986122887,2.8903717579,1,2.302585093,20,15,8.89,10,20,4.4773368145,13,32,4.1743872699,6,15,3.1780538303,A,1,40,78,M,U,4.4188406078,800,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.3862943611,2.3978952728,0,1.7917594692,12,11.33,7.64,13.97297875,15,4.7791234931,11,31,4.189654742,4,4,3.36729583,A,0,30,67,M,H,3.6109179126,300,12,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,18,1.0986122887,2.7080502011,1,2.302585093,18,17,11.07,18,16,4.8675344505,14,35,4.3438054219,6,16,3.4339872045,A,1,35,39,M,H,4.2195077052,800,40,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,10,1.0986122887,2.9957322736,1,2.302585093,10,8,6.55,10,16,4.189654742,13,34,4.0604430105,5,15,3.0910424534,A,1,0,35,M,H,4.1431347264,900,31.777502691,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Train
0,,1.3862943611,2.5649493575,1,1.6094379124,13,13.67,11,15,26,4.3944491547,8,24,3.9889840466,4,13,3.0910424534,A,1,40,57,M,H,4.248495242,100,45,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.6094379124,1.3862943611,1,0.6931471806,10,8.75,8.75,10,18,3.4657359028,12,27,3.295836866,6,13,2.3978952728,A,0,16,68,M,H,3.8066624898,200,58,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,1.0986122887,1.7917594692,1,1.7917594692,20,15,9,20,17,4.3944491547,13,32,3.9889840466,6,14,2.9957322736,A,1,13,69,M,H,4.5849674787,800,43,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,0.6931471806,2.7725887222,0,2.1972245773,11,11,7.13,13.97297875,18,4.4886363697,12,30,4.0943445622,5,5,3.1354942159,A,1,21,70,M,H,3.8918202981,300,46,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,16,1.3862943611,1.0986122887,1,0.6931471806,15,15.67,15.67,15,15,3.36729583,12,25,3.1354942159,5,11,2.302585093,A,0,21,29,M,U,5.2678581591,600,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.0986122887,2.0794415417,1,1.3862943611,21,21,17.88,21,16,4.4998096703,15,36,4.189654742,6,16,3.3322045102,A,0,15,79,M,H,5.2678581591,600,39,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,10,1.0986122887,3.0445224377,1,2.4849066498,10,10,7.14,10,20,4.7184988713,7,21,3.9889840466,3,9,2.9444389792,A,1,10,49,M,H,3.5835189385,200,40,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
1,9,1.9459101491,1.7917594692,3,1.3862943611,10,6.67,6.67,8.67,17,3.4965075615,14,30,3.36729583,6,13,2.3978952728,A,1,39,45,M,H,4.5108595065,400,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
0,,0.6931471806,2.302585093,0,1.3862943611,15,15,9,13.97297875,19,4.521788577,15,35,4.0604430105,5,5,3.0910424534,A,1,36,50,M,U,3.8501476017,900,35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.7917594692,1.6094379124,3,1.3862943611,17,15.8,15.8,15.67,17,3.36729583,14,28,3.295836866,6,13,2.3978952728,A,1,52,59.427012844,M,U,3.2188758249,100,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Train
0,,1.6094379124,1.9459101491,1,0.6931471806,10,9.75,8.71,10,18,3.9512437186,12,32,3.6888794541,6,15,2.8332133441,A,0,2,74,M,H,4.3694478525,200,42,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Train
